op,key,column,value
append,C4.3,Status [ref],"https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/, https://gasprocessingnews.com/news/2026/07/adnoc-ls-expands-lng-fleet-with-order-for-four-new-carriers/"
append,C4.3,Shipowner,ADNOC L&S
append,C4.3,Shipowner [ref],https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/
append,C4.3,Shipbuilder,Jiangnan Shipyard
append,C4.3,Shipbuilder [ref],"https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/, http://www.chinashipbuild.com/ship.aspx?pklujyukkpp4JsCcXanmkhTk8Pl4EN"
append,C4.3,Capacity,175000
append,C4.3,Capacity [ref],"https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/, https://gasprocessingnews.com/news/2026/07/adnoc-ls-expands-lng-fleet-with-order-for-four-new-carriers/, http://www.chinashipbuild.com/ship.aspx?pklujyukkpp4JsCcXanmkhTk8Pl4EN"
append,C4.3,Delivery year,2029
append,C4.3,Delivery year [ref],"https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/, https://gasprocessingnews.com/news/2026/07/adnoc-ls-expands-lng-fleet-with-order-for-four-new-carriers/"
append,C4.3,Contract date,10-Jul-2026
append,C4.3,Contract date [ref],https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/
append,C4.3,Name,Hull H2708
append,C4.3,Hull number,Hull H2708
append,C4.3,IMO number,1193581
append,C4.3,Hull number [ref],"https://www.shipvault.com/ships/502920, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/502920"
append,C4.3,IMO number [ref],"https://www.shipvault.com/ships/502920, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/502920"
append,C4.3,Capacity units,cbm
append,C4.3,Shipbuilder yard country/area,China
append,C4.3,Shipbuilder yard country/area [ref],https://www.jnshipyard.com.cn/
append,C4.3,Yard location latitude,31.355766
append,C4.3,Yard location longitude,121.502217
append,C4.3,Yard location plus code,"9G32+XJ Baoshan, Shanghai, China"
append,C4.3,Yard location accuracy,exact
append,C4.3,Yard location lat/lon [ref],"https://www.google.com/maps/place/Jiangnan+Shipyard+%EF%BC%88Group%EF%BC%89+Co.,+Ltd./@31.354923,121.4990201,752m/data=!3m2!1e3!4b1!4m6!3m5!1s0x35b27324c39e47ab:0x7a74ae921f6eb2ab!8m2!3d31.354923!4d121.501595!16s%2Fg%2F11cnpghcr_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D"
append,C4.4,Status,on order
append,C4.4,Status [ref],"https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/, https://gasprocessingnews.com/news/2026/07/adnoc-ls-expands-lng-fleet-with-order-for-four-new-carriers/"
append,C4.4,Shipowner,ADNOC L&S
append,C4.4,Shipowner [ref],https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/
append,C4.4,Shipbuilder,Jiangnan Shipyard
append,C4.4,Shipbuilder [ref],"https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/, http://www.chinashipbuild.com/ship.aspx?pklujyukkpp4JsCcXanmkhTk8Pl4EN"
append,C4.4,Capacity,175000
append,C4.4,Capacity [ref],"https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/, https://gasprocessingnews.com/news/2026/07/adnoc-ls-expands-lng-fleet-with-order-for-four-new-carriers/, http://www.chinashipbuild.com/ship.aspx?pklujyukkpp4JsCcXanmkhTk8Pl4EN"
append,C4.4,Delivery year,2029
append,C4.4,Delivery year [ref],"https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/, https://gasprocessingnews.com/news/2026/07/adnoc-ls-expands-lng-fleet-with-order-for-four-new-carriers/"
append,C4.4,Contract date,10-Jul-2026
append,C4.4,Contract date [ref],https://www.worldoil.com/news/2026/7/10/adnoc-l-s-orders-four-lng-carriers-to-expand-global-shipping-fleet/
append,C4.4,Name,Hull H2709
append,C4.4,Hull number,Hull H2709
append,C4.4,IMO number,1193593
append,C4.4,Hull number [ref],"https://www.shipvault.com/ships/502921, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/502921"
append,C4.4,IMO number [ref],"https://www.shipvault.com/ships/502921, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/502921"
append,C4.4,Capacity units,cbm
append,C4.4,Shipbuilder yard country/area,China
append,C4.4,Shipbuilder yard country/area [ref],https://www.jnshipyard.com.cn/
append,C4.4,Yard location latitude,31.355766
append,C4.4,Yard location longitude,121.502217
append,C4.4,Yard location plus code,"9G32+XJ Baoshan, Shanghai, China"
append,C4.4,Yard location accuracy,exact
append,C4.4,Yard location lat/lon [ref],"https://www.google.com/maps/place/Jiangnan+Shipyard+%EF%BC%88Group%EF%BC%89+Co.,+Ltd./@31.354923,121.4990201,752m/data=!3m2!1e3!4b1!4m6!3m5!1s0x35b27324c39e47ab:0x7a74ae921f6eb2ab!8m2!3d31.354923!4d121.501595!16s%2Fg%2F11cnpghcr_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D"
append,C5.1,Status,on order
append,C5.1,Status [ref],"https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million, https://www.seatrade-maritime.com/tankers/adnoc-l-s-adds-lng-carrier-pair-at-jiangnan-shipyard"
append,C5.1,Shipowner,ADNOC L&S
append,C5.1,Shipowner [ref],https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million
append,C5.1,Shipbuilder,Jiangnan Shipyard
append,C5.1,Shipbuilder [ref],https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million
append,C5.1,Capacity,175000
append,C5.1,Capacity [ref],https://www.seatrade-maritime.com/tankers/adnoc-l-s-adds-lng-carrier-pair-at-jiangnan-shipyard
append,C5.1,Delivery year,2029
append,C5.1,Delivery year [ref],"https://www.seatrade-maritime.com/tankers/adnoc-l-s-adds-lng-carrier-pair-at-jiangnan-shipyard, https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million"
append,C5.1,Contract date,25-Aug-2026
append,C5.1,Contract date [ref],https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million
append,C5.1,Name,Hull H2858
append,C5.1,Hull number,Hull H2858
append,C5.1,IMO number,1195022
append,C5.1,Hull number [ref],"https://www.shipvault.com/ships/503416, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/503416"
append,C5.1,IMO number [ref],"https://www.shipvault.com/ships/503416, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/503416"
append,C5.1,Capacity units,cbm
append,C5.1,Shipbuilder yard country/area,China
append,C5.1,Shipbuilder yard country/area [ref],https://www.jnshipyard.com.cn/
append,C5.1,Yard location latitude,31.355766
append,C5.1,Yard location longitude,121.502217
append,C5.1,Yard location plus code,"9G32+XJ Baoshan, Shanghai, China"
append,C5.1,Yard location accuracy,exact
append,C5.1,Yard location lat/lon [ref],"https://www.google.com/maps/place/Jiangnan+Shipyard+%EF%BC%88Group%EF%BC%89+Co.,+Ltd./@31.354923,121.4990201,752m/data=!3m2!1e3!4b1!4m6!3m5!1s0x35b27324c39e47ab:0x7a74ae921f6eb2ab!8m2!3d31.354923!4d121.501595!16s%2Fg%2F11cnpghcr_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D"
append,C5.2,Status,on order
append,C5.2,Status [ref],"https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million, https://www.seatrade-maritime.com/tankers/adnoc-l-s-adds-lng-carrier-pair-at-jiangnan-shipyard"
append,C5.2,Shipowner,ADNOC L&S
append,C5.2,Shipowner [ref],https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million
append,C5.2,Shipbuilder,Jiangnan Shipyard
append,C5.2,Shipbuilder [ref],https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million
append,C5.2,Capacity,175000
append,C5.2,Capacity [ref],https://www.seatrade-maritime.com/tankers/adnoc-l-s-adds-lng-carrier-pair-at-jiangnan-shipyard
append,C5.2,Delivery year,2029
append,C5.2,Delivery year [ref],"https://www.seatrade-maritime.com/tankers/adnoc-l-s-adds-lng-carrier-pair-at-jiangnan-shipyard, https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million"
append,C5.2,Contract date,25-Aug-2026
append,C5.2,Contract date [ref],https://en.aletihad.ae/news/business/4687316/adnoc-l-s-orders-two-lng-carriers-for--444-million
append,C5.2,Name,Hull H2859
append,C5.2,Hull number,Hull H2859
append,C5.2,IMO number,1195034
append,C5.2,Hull number [ref],"https://www.shipvault.com/ships/503417, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/503417"
append,C5.2,IMO number [ref],"https://www.shipvault.com/ships/503417, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/503417"
append,C5.2,Capacity units,cbm
append,C5.2,Shipbuilder yard country/area,China
append,C5.2,Shipbuilder yard country/area [ref],https://www.jnshipyard.com.cn/
append,C5.2,Yard location latitude,31.355766
append,C5.2,Yard location longitude,121.502217
append,C5.2,Yard location plus code,"9G32+XJ Baoshan, Shanghai, China"
append,C5.2,Yard location accuracy,exact
append,C5.2,Yard location lat/lon [ref],"https://www.google.com/maps/place/Jiangnan+Shipyard+%EF%BC%88Group%EF%BC%89+Co.,+Ltd./@31.354923,121.4990201,752m/data=!3m2!1e3!4b1!4m6!3m5!1s0x35b27324c39e47ab:0x7a74ae921f6eb2ab!8m2!3d31.354923!4d121.501595!16s%2Fg%2F11cnpghcr_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D"
