id,kind,row_id,cluster_id,column,confidence,derivable,default,decision,proposed_value,note
958|Name,fill,958,,Name,G,False,accept,accept,Arctic Pioneer,renamed / restyled since the load: 'Pioneer Spirit' -> IGU 2026 'Arctic Pioneer 
459|Name,fill,459,,Name,Y,False,hold,accept,LNG Scorpio,'CCH LNG' -> 'LNG Scorpio': marinetraffic.org and vesseltracker.com (IMO 9307205
1062|Name,fill,1062,,Name,G,False,accept,accept,Blue Dragon I,renamed / restyled since the load: 'Stena Blue Sky' -> IGU 2026 'Blue Dragon I' 
869|Name,fill,869,,Name,G,False,accept,accept,Shandong Redwood,renamed / restyled since the load: 'Methane Heather Sally' -> IGU 2026 'Shandong
377|Name,fill,377,,Name,G,False,accept,accept,LNGT Karadeniz,renamed / restyled since the load: 'Alto Acrux' -> IGU 2026 'LNGT Karadeniz' (IG
374|Vessel type,fill,374,,Vessel type,Y,False,hold,hold,FSRU,'conventional' -> 'FSRU' per IGU 2026 (backend_differs; IGU 2025: 'FSRU') [IGU 2
437|Name,fill,437,,Name,G,False,accept,accept,BW ENN Crystal Sky,backend name defect 'BW ENN Crystal'; IGU prints 'BW ENN Crystal Sky' in both ed
649|Name,fill,649,,Name,G,False,accept,accept,Italis LNG,renamed / restyled since the load: 'Golar Tundra' -> IGU 2026 'Italis LNG (ex-Go
467|Name,fill,467,,Name,G,False,accept,accept,Cesi Lianyungang,backend name defect 'Cesi'; IGU prints 'Cesi Lianyungang' in both editions [IGU 
568|Vessel type,fill,568,,Vessel type,G,False,accept,accept,conventional,load corruption (`Supporting` bled from the wrapped 'Self-Supporting Prismatic' 
568|Propulsion type,fill,568,,Propulsion type,G,False,accept,accept,DFDE,load corruption ('prismatic conventional DFDE'); IGU prints 'DFDE' in both editi
679|Name,fill,679,,Name,G,False,accept,accept,Hoegh Esperanza,backend name defect 'Hoegh'; IGU prints 'Hoegh Esperanza' in both editions [IGU 
563|Vessel type,fill,563,,Vessel type,G,False,accept,accept,conventional,load corruption (`Supporting` bled from the wrapped 'Self-Supporting Prismatic' 
563|Propulsion type,fill,563,,Propulsion type,G,False,accept,accept,DFDE,load corruption ('prismatic conventional DFDE'); IGU prints 'DFDE' in both editi
565|Vessel type,fill,565,,Vessel type,G,False,accept,accept,conventional,load corruption (`Supporting` bled from the wrapped 'Self-Supporting Prismatic' 
565|Propulsion type,fill,565,,Propulsion type,G,False,accept,accept,DFDE,load corruption ('prismatic conventional DFDE'); IGU prints 'DFDE' in both editi
573|Vessel type,fill,573,,Vessel type,G,False,accept,accept,conventional,load corruption (`Supporting` bled from the wrapped 'Self-Supporting Prismatic' 
573|Propulsion type,fill,573,,Propulsion type,G,False,accept,accept,DFDE,load corruption ('prismatic conventional DFDE'); IGU prints 'DFDE' in both editi
599|Cargo type,fill,599,,Cargo type,G,False,accept,accept,membrane,'spherical' -> 'Membrane': IGU changed its own value this edition [IGU 2026 Appe
781|Vessel type,fill,781,,Vessel type,G,False,accept,accept,small-scale,load corruption (`Supporting` bled from the wrapped 'Self-Supporting Prismatic' 
781|Propulsion type,fill,781,,Propulsion type,G,False,accept,accept,DFDE,load corruption ('prismatic small-scale DFDE'); IGU prints 'DFDE' in both editio
993|Name,fill,993,,Name,G,False,accept,accept,La Perouse,renamed / restyled since the load: 'SCF La Perouse' -> IGU 2026 'La Perouse (ex-
559|Name,fill,559,,Name,G,False,accept,accept,Energy Endeavour,backend name defect 'Energy Endeavor'; IGU prints 'Energy Endeavour' in both edi
924|Name,fill,924,,Name,G,False,accept,accept,Voskhod,renamed / restyled since the load: 'North Mountain' -> IGU 2026 'Voskhod' (IGU 2
39|Vessel type,fill,39,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
39|Cargo type,fill,39,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
40|Vessel type,fill,40,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
40|Delivery year,fill,40,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
40|Previous delivery year(s),fill,40,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
40|Delivery delayed,fill,40,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
41|Vessel type,fill,41,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
41|Delivery year,fill,41,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
41|Previous delivery year(s),fill,41,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
41|Delivery delayed,fill,41,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
42|Vessel type,fill,42,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
42|Delivery year,fill,42,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
42|Previous delivery year(s),fill,42,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
42|Delivery delayed,fill,42,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
59|Vessel type,fill,59,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
59|Cargo type,fill,59,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
93|Vessel type,fill,93,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
93|Cargo type,fill,93,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
95|Vessel type,fill,95,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
95|Cargo type,fill,95,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
97|Vessel type,fill,97,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
97|Cargo type,fill,97,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
104|Vessel type,fill,104,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
104|Cargo type,fill,104,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
105|Vessel type,fill,105,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
105|Cargo type,fill,105,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
106|Vessel type,fill,106,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
106|Cargo type,fill,106,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
106|Propulsion type,fill,106,,Propulsion type,G,False,accept,accept,ME-GA,'X-DF' -> 'ME-GA': IGU changed its own value this edition (IGU 2025: 'X-DF') [IG
107|Vessel type,fill,107,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
107|Cargo type,fill,107,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
110|Vessel type,fill,110,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
110|Cargo type,fill,110,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
111|Vessel type,fill,111,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
111|Cargo type,fill,111,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
112|Vessel type,fill,112,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
112|Cargo type,fill,112,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
112|Propulsion type,fill,112,,Propulsion type,G,False,accept,accept,X-DF,'ME-GA' -> 'X-DF': IGU changed its own value this edition (IGU 2025: 'ME-GA') [I
114|Vessel type,fill,114,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
114|Cargo type,fill,114,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
115|Vessel type,fill,115,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
115|Cargo type,fill,115,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
116|Vessel type,fill,116,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
116|Delivery year,fill,116,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
116|Previous delivery year(s),fill,116,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
116|Delivery delayed,fill,116,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
117|Vessel type,fill,117,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
117|Delivery year,fill,117,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
117|Previous delivery year(s),fill,117,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
117|Delivery delayed,fill,117,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
118|Vessel type,fill,118,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
118|Delivery year,fill,118,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
118|Previous delivery year(s),fill,118,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
118|Delivery delayed,fill,118,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
121|Vessel type,fill,121,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
121|Delivery year,fill,121,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
121|Previous delivery year(s),fill,121,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
121|Delivery delayed,fill,121,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
180|Vessel type,fill,180,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
180|Cargo type,fill,180,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
182|Vessel type,fill,182,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
182|Cargo type,fill,182,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
183|Vessel type,fill,183,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
183|Delivery year,fill,183,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
183|Previous delivery year(s),fill,183,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
183|Delivery delayed,fill,183,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
226|Vessel type,fill,226,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
226|Cargo type,fill,226,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
230|Vessel type,fill,230,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
230|Cargo type,fill,230,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
257|Vessel type,fill,257,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
257|Cargo type,fill,257,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
261|Vessel type,fill,261,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
261|Cargo type,fill,261,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
262|Vessel type,fill,262,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
262|Cargo type,fill,262,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
266|Vessel type,fill,266,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
266|Cargo type,fill,266,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
266|Name,fill,266,,Name,G,False,accept,accept,Greenergy Star,renamed / restyled since the load: 'Greenenergy Star' -> IGU 2026 'Greenergy Sta
267|Vessel type,fill,267,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
267|Cargo type,fill,267,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
267|Name,fill,267,,Name,G,False,accept,accept,Greenergy Moon,renamed / restyled since the load: 'Greenenergy Moon' -> IGU 2026 'GREENERGY MOO
276|Vessel type,fill,276,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
276|Cargo type,fill,276,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
277|Vessel type,fill,277,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
277|Cargo type,fill,277,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
288|Vessel type,fill,288,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
288|Cargo type,fill,288,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
371|Vessel type,fill,371,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
371|Cargo type,fill,371,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
371|Name,fill,371,,Name,Y,False,hold,hold,Al Kheesah,'Al-Kheesha' -> 'Al Kheesah': spelling only (`Al-Kheesha` vs IGU `Al Kheesah`) —
371|Propulsion type,fill,371,,Propulsion type,G,False,accept,accept,X-DF,'ME-GA' -> 'X-DF': IGU changed its own value this edition (IGU 2025: 'ME-GA') [I
432|Vessel type,fill,432,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
432|Delivery year,fill,432,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
432|Previous delivery year(s),fill,432,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
432|Delivery delayed,fill,432,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
445|Vessel type,fill,445,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
445|Delivery year,fill,445,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
445|Previous delivery year(s),fill,445,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
445|Delivery delayed,fill,445,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
482|Vessel type,fill,482,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
482|Cargo type,fill,482,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
482|Propulsion type,fill,482,,Propulsion type,G,False,accept,accept,ME-GA,'X-DF' -> 'ME-GA': IGU changed its own value this edition (IGU 2025: 'X-DF') [IG
483|Vessel type,fill,483,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
483|Cargo type,fill,483,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
483|Propulsion type,fill,483,,Propulsion type,G,False,accept,accept,ME-GA,'X-DF' -> 'ME-GA': IGU changed its own value this edition (IGU 2025: 'X-DF') [IG
488|Vessel type,fill,488,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
488|Name,fill,488,,Name,G,False,accept,accept,Clean Sirocco,renamed / restyled since the load: 'Clean Srocco' -> IGU 2026 'Clean Sirocco' (I
488|Delivery year,fill,488,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
488|Previous delivery year(s),fill,488,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
488|Delivery delayed,fill,488,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
612|Vessel type,fill,612,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
612|Cargo type,fill,612,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
670|Vessel type,fill,670,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
670|Cargo type,fill,670,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
670|Propulsion type,fill,670,,Propulsion type,G,False,accept,accept,X-DF,'ME-GA' -> 'X-DF': IGU changed its own value this edition (IGU 2025: 'ME-GA') [I
671|Vessel type,fill,671,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
671|Cargo type,fill,671,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
672|Vessel type,fill,672,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
672|Cargo type,fill,672,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
676|Vessel type,fill,676,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
676|Cargo type,fill,676,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
701|Vessel type,fill,701,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
701|Cargo type,fill,701,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
703|Vessel type,fill,703,,Vessel type,G,False,accept,accept,icebreaker,"blank in backend; IGU prints 'Icebreaker' [IGU 2026 Appendix 4 orderbook table, "
703|Status,fill,703,,Status,Y,False,hold,hold,on order,"backend `active`, IGU 2026 still lists the vessel in the orderbook (shipvault le"
703|Delivery year,fill,703,,Delivery year,Y,False,hold,hold,2027,rides with the Status change: IGU orderbook delivery year 2027 (backend 2025) [I
703|Previous delivery year(s),fill,703,,Previous delivery year(s),Y,False,hold,hold,2025,former Delivery year 2025 (now proposed 2027) — decide with the Delivery year li
703|Delivery delayed,fill,703,,Delivery delayed,Y,False,hold,hold,yes,derived: Delivery year 2025 -> 2027 — decide with the Delivery year line
749|Vessel type,fill,749,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
749|Cargo type,fill,749,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
752|Vessel type,fill,752,,Vessel type,G,False,accept,accept,icebreaker,"blank in backend; IGU prints 'Icebreaker' [IGU 2026 Appendix 4 orderbook table, "
752|Status,fill,752,,Status,Y,False,hold,hold,on order,"backend `active`, IGU 2026 still lists the vessel in the orderbook (shipvault le"
752|Delivery year,fill,752,,Delivery year,Y,False,hold,hold,2027,rides with the Status change: IGU orderbook delivery year 2027 (backend 2025) [I
752|Previous delivery year(s),fill,752,,Previous delivery year(s),Y,False,hold,hold,2025,former Delivery year 2025 (now proposed 2027) — decide with the Delivery year li
752|Delivery delayed,fill,752,,Delivery delayed,Y,False,hold,hold,yes,derived: Delivery year 2025 -> 2027 — decide with the Delivery year line
797|Vessel type,fill,797,,Vessel type,G,False,accept,accept,conventional,blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 4 orderbook table
797|Delivery year,fill,797,,Delivery year,G,False,accept,accept,2026,backend 2025 cannot be right — IGU 2026 (fleet at end-2025) still had the vessel
797|Previous delivery year(s),fill,797,,Previous delivery year(s),G,False,accept,accept,2025,former Delivery year 2025 (now proposed 2026) — decide with the Delivery year li
797|Delivery delayed,fill,797,,Delivery delayed,G,False,accept,accept,yes,derived: Delivery year 2025 -> 2026 — decide with the Delivery year line
849|Vessel type,fill,849,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
849|Cargo type,fill,849,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
864|Vessel type,fill,864,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
864|Cargo type,fill,864,,Cargo type,G,False,accept,accept,membrane,"blank in backend; IGU prints 'Membrane' [IGU 2026 Appendix 3 fleet table, PDF p."
885|Vessel type,fill,885,,Vessel type,G,False,accept,accept,conventional,"blank in backend; IGU prints 'Conventional' [IGU 2026 Appendix 3 fleet table, PD"
