tier,severity,sheet_rows,row_ids,builder,owner,match_key,reason,recommendation
2,MED,779 + 1219,262 + 1226,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Al Mashabiyyah' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 6)').",verify by source: is the placeholder the same slot as the named row?
2,MED,909 + 943,263 + 1092,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2025 vs 2026 (names: ""Fat'h Al Khair"" / 'Hudong-Zhonghua (CNOOC, CMES, NYK 3)').",verify by source: is the placeholder the same slot as the named row?
2,MED,909 + 1217,263 + 1224,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: ""Fat'h Al Khair"" / 'Hudong-Zhonghua (CNOOC, CMES, NYK 4)').",verify by source: is the placeholder the same slot as the named row?
2,MED,909 + 1218,263 + 1225,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: ""Fat'h Al Khair"" / 'Hudong-Zhonghua (CNOOC, CMES, NYK 5)').",verify by source: is the placeholder the same slot as the named row?
2,MED,909 + 1219,263 + 1226,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: ""Fat'h Al Khair"" / 'Hudong-Zhonghua (CNOOC, CMES, NYK 6)').",verify by source: is the placeholder the same slot as the named row?
2,MED,910 + 943,264 + 1092,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2025 vs 2026 (names: 'Mihzem' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 3)').",verify by source: is the placeholder the same slot as the named row?
2,MED,910 + 1217,264 + 1224,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Mihzem' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 4)').",verify by source: is the placeholder the same slot as the named row?
2,MED,910 + 1218,264 + 1225,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Mihzem' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 5)').",verify by source: is the placeholder the same slot as the named row?
2,MED,910 + 1219,264 + 1226,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Mihzem' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 6)').",verify by source: is the placeholder the same slot as the named row?
2,MED,911 + 943,265 + 1092,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2025 vs 2026 (names: 'Idd Al Shargi' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 3)').",verify by source: is the placeholder the same slot as the named row?
2,MED,911 + 1217,265 + 1224,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Idd Al Shargi' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 4)').",verify by source: is the placeholder the same slot as the named row?
2,MED,911 + 1218,265 + 1225,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Idd Al Shargi' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 5)').",verify by source: is the placeholder the same slot as the named row?
2,MED,911 + 1219,265 + 1226,Hudong-Zhonghua Shipbuilding,"MISC, NYK Line, K Line, China LNG",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Idd Al Shargi' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 6)').",verify by source: is the placeholder the same slot as the named row?
2,MED,917 + 943,273 + 1092,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2027 vs 2026 (names: 'Hull H1889A' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 3)').",verify by source: is the placeholder the same slot as the named row?
2,MED,917 + 1217,273 + 1224,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull H1889A' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 4)').",verify by source: is the placeholder the same slot as the named row?
2,MED,917 + 1218,273 + 1225,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull H1889A' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 5)').",verify by source: is the placeholder the same slot as the named row?
2,MED,917 + 1219,273 + 1226,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull H1889A' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 6)').",verify by source: is the placeholder the same slot as the named row?
2,MED,918 + 943,274 + 1092,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2027 vs 2026 (names: 'Hull H1890A' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 3)').",verify by source: is the placeholder the same slot as the named row?
2,MED,918 + 1217,274 + 1224,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull H1890A' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 4)').",verify by source: is the placeholder the same slot as the named row?
2,MED,918 + 1218,274 + 1225,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull H1890A' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 5)').",verify by source: is the placeholder the same slot as the named row?
2,MED,918 + 1219,274 + 1226,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,"placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull H1890A' / 'Hudong-Zhonghua (CNOOC, CMES, NYK 6)').",verify by source: is the placeholder the same slot as the named row?
2,MED,1003 + 1115,387 + 1193,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2027 vs 2028 (names: 'Archon' / 'HD Hyundai Samho (Capital Clean ECC 1)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1004 + 1115,408 + 1193,HD Hyundai Samho,Capital Clean ECC,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2027 vs 2028 (names: 'Athlos' / 'HD Hyundai Samho (Capital Clean ECC 1)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1060 + 1115,244 + 1193,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull 8254 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 1)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1060 + 1149,244 + 1194,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2028 vs 2029 (names: 'Hull 8254 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 2)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1060 + 1150,244 + 1195,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2028 vs 2029 (names: 'Hull 8254 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 3)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1061 + 1115,245 + 1193,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull 8255 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 1)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1061 + 1149,245 + 1194,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2028 vs 2029 (names: 'Hull 8255 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 2)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1061 + 1150,245 + 1195,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2028 vs 2029 (names: 'Hull 8255 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 3)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1062 + 1115,246 + 1193,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull 8256 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 1)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1062 + 1149,246 + 1194,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2028 vs 2029 (names: 'Hull 8256 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 2)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1062 + 1150,246 + 1195,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2028 vs 2029 (names: 'Hull 8256 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 3)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1063 + 1115,247 + 1193,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO (names: 'Hull 8257 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 1)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1063 + 1149,247 + 1194,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2028 vs 2029 (names: 'Hull 8257 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 2)').,verify by source: is the placeholder the same slot as the named row?
2,MED,1063 + 1150,247 + 1195,HD Hyundai Samho,Capital Gas,hyundai-samho|capital|170000,placeholder/identified pair matches builder/owner/capacity~ with no distinguishing hull or IMO; delivery 2028 vs 2029 (names: 'Hull 8257 (HSHI)' / 'HD Hyundai Samho (Capital Clean ECC 3)').,verify by source: is the placeholder the same slot as the named row?
4,LOW,1160 + 1161,1207 + 1208,Samsung Heavy Industries,TMS Cardiff Gas,samsung|tms-cardiff|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,943 + 1217,1092 + 1224,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,943 + 1218,1092 + 1225,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [5] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,943 + 1219,1092 + 1226,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [6] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1217 + 1218,1224 + 1225,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [4] vs [5] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1217 + 1219,1224 + 1226,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [4] vs [6] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1218 + 1219,1225 + 1226,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [5] vs [6] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1115 + 1149,1193 + 1194,HD Hyundai Samho,Capital Clean ECC,hyundai-samho|capital|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2]; delivery 2028 vs 2029 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1115 + 1150,1193 + 1195,HD Hyundai Samho,Capital Clean ECC,hyundai-samho|capital|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [3]; delivery 2028 vs 2029 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1149 + 1150,1194 + 1195,HD Hyundai Samho,Capital Clean ECC,hyundai-samho|capital|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1146 + 1147,1190 + 1191,Hudong-Zhonghua Shipbuilding,Bonny Gas Transport,hudong-zhonghua|bgt|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1146 + 1148,1190 + 1192,Hudong-Zhonghua Shipbuilding,Bonny Gas Transport,hudong-zhonghua|bgt|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1147 + 1148,1191 + 1192,Hudong-Zhonghua Shipbuilding,Bonny Gas Transport,hudong-zhonghua|bgt|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1151 + 1152,1196 + 1197,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1151 + 1153,1196 + 1199,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1151 + 1174,1196 + 1198,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [3]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1151 + 1175,1196 + 1200,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [5]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1152 + 1153,1197 + 1199,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1152 + 1174,1197 + 1198,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [3]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1152 + 1175,1197 + 1200,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [5]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1153 + 1174,1199 + 1198,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [4] vs [3]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1153 + 1175,1199 + 1200,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [4] vs [5]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1174 + 1175,1198 + 1200,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [5] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
